Year	Item Number	Bar Code	Product Name	Vendor Name	Item Group	Item type	Sub Brand ID	Inventory Unit	Availabe Physcial Quantity Pcs	Packing	Availabe Physcial Quantity CTN	Sales Unit	Cost Price	Stock Total Value	Sales Price	Total Selling Price	Conversion Rate	Date	Profit_Margin	Revenue	Inventory_Value	Product_Category	Promo Revenue %	Rolling_Revenue	YearMonth
2021	1000003	4.16E+12	Product_0003	Vendor_B	Group_DD	PROMO	SubBrand_01	PCS	1318	27	48.81	PCS	1.8	2372.92	1.83	2414.08	0.037037037	02-01-2021	1.73	2143.89	2372.92	Clothing	0.161717763	2368.626667	2022-01
2021	1000035	2.56E+11	Product_0035	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	1179	27	43.67	CTN	2.7	3180.76	4.03	4753.45	0.037037037	02-01-2021	49.44	3370.16	3180.76	Health & Beauty	0	2757.34	2022-01
2021	1000007	4.92E+11	Product_0007	Vendor_B	Group_DD	REGULAR	SubBrand_02	PCS	409	11	37.18	PCS	5.3	2169.25	7.25	2963.89	0.090909091	02-01-2021	36.63	2127.13	2169.25	Sports & Outdoors	0	2547.06	2022-01
2021	1000030	70400000000	Product_0030	Vendor_A	Group_DD	REGULAR	SubBrand_01	PCS	569	9	63.22	PCS	2.03	1155.4	2.54	1442.74	0.111111111	02-01-2021	24.87	1297.04	1155.4	Electronics	0	2264.776667	2022-01
2021	1000011	85600000000	Product_0011	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1385	22	62.95	CTN	1.68	2325.47	2.72	3769.58	0.045454545	02-01-2021	62.1	3437.56	2325.47	Clothing	0	2287.243333	2022-01
2021	1000039	54500000000	Product_0039	Vendor_A	Group_DD	CLEARANCE	SubBrand_04	PCS	319	9	35.44	PCS	5.66	1803.97	3.95	1260.74	0.111111111	02-01-2021	-30.11	904.13	1803.97	Electronics	0	1879.576667	2022-01
2021	1000031	77100000000	Product_0031	Vendor_E	Group_DD	REGULAR	SubBrand_01	PCS	877	22	39.86	CTN	5.41	4746.95	6.58	5773.56	0.045454545	02-01-2021	21.63	5621.35	4746.95	Food & Beverages	0	3321.013333	2022-01
2021	1000002	9.37E+12	Product_0002	Vendor_E	Group_DD	REGULAR	SubBrand_04	PCS	1036	22	47.09	PCS	3.52	3650.56	5.04	5218.89	0.045454545	02-01-2021	42.96	3974.26	3650.56	Home & Garden	0	3499.913333	2022-01
2021	1000038	3.07E+12	Product_0038	Vendor_D	Group_DD	REGULAR	SubBrand_04	PCS	266	26	10.23	PCS	5.64	1500.88	6.96	1851.09	0.038461538	02-01-2021	23.33	1361.72	1500.88	Books & Media	0	3652.443333	2022-01
2021	1000028	7.19E+12	Product_0028	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	659	20	32.95	PCS	3.04	2003.86	4.8	3164.42	0.05	03-01-2021	57.92	2366.52	2003.86	Clothing	0	2567.5	2022-01
2021	1000005	6.88E+12	Product_0005	Vendor_C	Group_DD	REGULAR	SubBrand_03	PCS	875	18	48.61	PCS	5.31	4646.85	7.39	6462.03	0.055555556	03-01-2021	39.06	5204.86	4646.85	Home & Garden	0	2977.7	2022-01
2021	1000003	17000000000	Product_0003	Vendor_B	Group_DD	REGULAR	SubBrand_01	PCS	1192	9	132.44	CTN	1.98	2357.31	2.89	3446.32	0.111111111	03-01-2021	46.2	2990.32	2357.31	Clothing	0	3520.566667	2022-01
2021	1000028	2.28E+12	Product_0028	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	575	20	28.75	PCS	3.44	1978.65	5.5	3160.78	0.05	03-01-2021	59.74	2453.32	1978.65	Clothing	0	3549.5	2022-01
2021	1000031	9.53E+11	Product_0031	Vendor_E	Group_DD	REGULAR	SubBrand_01	PCS	851	21	40.52	PCS	5.77	4909.09	7.12	6055.32	0.047619048	03-01-2021	23.35	4795.98	4909.09	Food & Beverages	0	3413.206667	2022-01
2021	1000035	3.84E+11	Product_0035	Vendor_A	Group_DD	PROMO	SubBrand_02	PCS	995	26	38.27	PCS	2.95	2932.15	3.25	3235.26	0.038461538	03-01-2021	10.34	2530.13	2932.15	Health & Beauty	0.374752746	3259.81	2022-01
2021	1000038	6.85E+12	Product_0038	Vendor_D	Group_DD	REGULAR	SubBrand_04	PCS	301	20	15.05	PCS	5.1	1534.96	6.65	2002.88	0.05	03-01-2021	30.48	1821.03	1534.96	Books & Media	0	3049.046667	2022-01
2021	1000039	4.33E+12	Product_0039	Vendor_A	Group_DD	REGULAR	SubBrand_04	PCS	426	12	35.5	CTN	5.33	2272.69	6.47	2755.62	0.083333333	03-01-2021	21.25	2729.53	2272.69	Electronics	0	2360.23	2022-01
2021	1000007	60000000000	Product_0007	Vendor_B	Group_DD	REGULAR	SubBrand_02	PCS	472	9	52.44	PCS	5.46	2579.09	7.46	3523.24	0.111111111	03-01-2021	36.61	2765.1	2579.09	Sports & Outdoors	0	2438.553333	2022-01
2021	1000030	7.11E+11	Product_0030	Vendor_A	Group_DD	REGULAR	SubBrand_01	PCS	434	26	16.69	PCS	2.06	893.9	2.41	1044.19	0.038461538	04-01-2021	16.81	930.06	893.9	Electronics	0	2141.563333	2022-01
2021	1000024	9.32E+12	Product_0024	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1135	21	54.05	PCS	1.36	1537.97	2.01	2280.15	0.047619048	04-01-2021	48.26	1669.6	1537.97	Toys & Games	0	1788.253333	2022-01
2021	1000035	6.38E+11	Product_0035	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	846	10	84.6	CTN	2.95	2495.39	4	3382.69	0.1	04-01-2021	35.56	3268.58	2495.39	Health & Beauty	0	1956.08	2022-01
2021	1000005	5.27E+11	Product_0005	Vendor_C	Group_DD	REGULAR	SubBrand_03	PCS	802	14	57.29	PCS	5.52	4423.68	7.59	6084.21	0.071428571	04-01-2021	37.54	5182.74	4423.68	Home & Garden	0	3373.64	2022-01
2021	1000002	4.87E+11	Product_0002	Vendor_E	Group_DD	REGULAR	SubBrand_04	PCS	1205	21	57.38	PCS	4.1	4941.12	5.57	6708.03	0.047619048	04-01-2021	35.76	6306.3	4941.12	Home & Garden	0	4919.206667	2022-01
2021	1000003	44700000000	Product_0003	Vendor_B	Group_DD	REGULAR	SubBrand_01	PCS	1255	12	104.58	PCS	1.82	2282.23	2.72	3415.63	0.083333333	04-01-2021	49.66	2549.39	2282.23	Clothing	0	4679.476667	2022-01
2021	1000028	63700000000	Product_0028	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	617	24	25.71	PCS	3.7	2285.5	5.72	3526.46	0.041666667	04-01-2021	54.3	2894.4	2285.5	Clothing	0	3916.696667	2022-01
2021	1000003	1.95E+12	Product_0003	Vendor_B	Group_DD	REGULAR	SubBrand_01	PCS	1339	25	53.56	PCS	1.87	2505.47	2.82	3770.58	0.04	04-01-2021	50.49	3311.95	2505.47	Clothing	0	2918.58	2022-01
2021	1000038	14300000000	Product_0038	Vendor_D	Group_DD	REGULAR	SubBrand_04	PCS	345	23	15	PCS	5.4	1863.72	6.83	2355.19	0.043478261	04-01-2021	26.37	1947.26	1863.72	Books & Media	0	2717.87	2022-01
2021	1000011	6.59E+12	Product_0011	Vendor_E	Group_DD	PROMO	SubBrand_03	PCS	1599	8	199.88	CTN	1.61	2578.67	1.86	2972.89	0.125	05-01-2021	15.29	2260.55	2578.67	Clothing	0.641076587	2506.586667	2022-01
2021	1000035	5.57E+11	Product_0035	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	944	26	36.31	PCS	2.84	2685.23	4.2	3967.42	0.038461538	05-01-2021	47.75	3871.66	2685.23	Health & Beauty	0	2693.156667	2022-01
2021	1000007	4.17E+12	Product_0007	Vendor_B	Group_DD	REGULAR	SubBrand_02	PCS	422	20	21.1	CTN	4.63	1953.07	6.13	2587.81	0.05	05-01-2021	32.5	2156.38	1953.07	Sports & Outdoors	0	2762.863333	2022-01
2021	1000002	8.87E+12	Product_0002	Vendor_E	Group_DD	REGULAR	SubBrand_04	PCS	1094	11	99.45	PCS	3.85	4210.93	5.14	5624.72	0.090909091	05-01-2021	33.57	5360.16	4210.93	Home & Garden	0	3796.066667	2022-01
2021	1000039	4.98E+12	Product_0039	Vendor_A	Group_DD	REGULAR	SubBrand_04	PCS	402	9	44.67	CTN	4.91	1971.91	6.09	2446.94	0.111111111	05-01-2021	24.09	1860.51	1971.91	Electronics	0	3125.683333	2022-01
2021	1000011	81600000000	Product_0011	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1322	17	77.76	PCS	1.46	1924.25	2.31	3057.43	0.058823529	05-01-2021	58.89	2598.99	1924.25	Clothing	0	3273.22	2022-01
2021	1000024	94400000000	Product_0024	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1075	14	76.79	PCS	1.44	1550.55	2.25	2416.02	0.071428571	05-01-2021	55.82	2368.44	1550.55	Toys & Games	0	2275.98	2022-01
2021	1000031	3.54E+12	Product_0031	Vendor_E	Group_DD	REGULAR	SubBrand_01	PCS	851	19	44.79	PCS	5.58	4745.38	6.5	5527.43	0.052631579	05-01-2021	16.48	4522.63	4745.38	Food & Beverages	0	3163.353333	2022-01
2021	1000011	77800000000	Product_0011	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1103	19	58.05	PCS	1.5	1654.11	2.21	2439.71	0.052631579	05-01-2021	47.49	2200.29	1654.11	Clothing	0	3030.453333	2022-01
2021	1000005	5.08E+12	Product_0005	Vendor_C	Group_DD	REGULAR	SubBrand_03	PCS	710	24	29.58	CTN	5.39	3823.59	7.33	5203.16	0.041666667	06-01-2021	36.08	5195.26	3823.59	Home & Garden	0	3972.726667	2022-01
2021	1000030	37400000000	Product_0030	Vendor_A	Group_DD	REGULAR	SubBrand_01	PCS	579	10	57.9	PCS	2.15	1242.78	2.55	1476.92	0.1	06-01-2021	18.84	1146.62	1242.78	Electronics	0	2847.39	2022-01
2021	1000005	54300000000	Product_0005	Vendor_C	Group_DD	REGULAR	SubBrand_03	PCS	534	19	28.11	CTN	5.49	2929.51	7.54	4027.06	0.052631579	06-01-2021	37.47	3122.84	2929.51	Home & Garden	0	3154.906667	2022-01
2021	1000030	6.16E+11	Product_0030	Vendor_A	Group_DD	REGULAR	SubBrand_01	PCS	527	15	35.13	PCS	2.1	1106.14	2.44	1288.44	0.066666667	06-01-2021	16.48	1089.13	1106.14	Electronics	0	1786.196667	2022-01
2021	1000028	7.03E+11	Product_0028	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	740	15	49.33	PCS	3.59	2656.28	5.65	4182.45	0.066666667	06-01-2021	57.45	3156.39	2656.28	Clothing	0	2456.12	2022-01
2021	1000007	8.32E+12	Product_0007	Vendor_B	Group_DD	REGULAR	SubBrand_02	PCS	380	9	42.22	PCS	5.48	2083.54	7.2	2736.81	0.111111111	06-01-2021	31.35	2431.09	2083.54	Sports & Outdoors	0	2225.536667	2022-01
2021	1000039	9.85E+12	Product_0039	Vendor_A	Group_DD	CLEARANCE	SubBrand_04	PCS	331	20	16.55	CTN	5.57	1845.26	3.83	1268.35	0.05	06-01-2021	-31.26	985.34	1845.26	Electronics	0	2190.94	2022-01
2021	1000002	9.64E+11	Product_0002	Vendor_E	Group_DD	REGULAR	SubBrand_04	PCS	1054	15	70.27	PCS	4.07	4286.74	5.81	6120.02	0.066666667	06-01-2021	42.77	5770.18	4286.74	Home & Garden	0	3062.203333	2022-01
2021	1000028	6.57E+11	Product_0028	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	543	20	27.15	PCS	3.49	1896.23	5.13	2783.39	0.05	06-01-2021	46.79	2757.49	1896.23	Clothing	0	3171.003333	2022-01
2021	1000003	9.06E+12	Product_0003	Vendor_B	Group_DD	REGULAR	SubBrand_01	PCS	1149	8	143.63	PCS	1.86	2138.14	2.9	3337.77	0.125	07-01-2021	56.11	2416.67	2138.14	Clothing	0	3648.113333	2022-01
2021	1000030	81800000000	Product_0030	Vendor_A	Group_DD	REGULAR	SubBrand_01	PCS	593	23	25.78	CTN	2.23	1319.98	2.73	1618.62	0.043478261	07-01-2021	22.62	1417.7	1319.98	Electronics	0	2197.286667	2022-01
2021	1000038	9.64E+11	Product_0038	Vendor_D	Group_DD	REGULAR	SubBrand_04	PCS	400	20	20	PCS	5.21	2085.76	6.88	2753.4	0.05	07-01-2021	32.01	2069.28	2085.76	Books & Media	0	1967.883333	2022-01
2021	1000005	4.92E+11	Product_0005	Vendor_C	Group_DD	REGULAR	SubBrand_03	PCS	852	14	60.86	CTN	4.83	4111.53	6.4	5453.77	0.071428571	07-01-2021	32.65	4651.07	4111.53	Home & Garden	0	2712.683333	2022-01
2021	1000024	1.97E+12	Product_0024	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	700	10	70	PCS	1.39	970.1	2.16	1511.18	0.1	07-01-2021	55.78	1459.1	970.1	Toys & Games	0	2726.483333	2022-01
2021	1000011	4.8E+12	Product_0011	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1348	24	56.17	PCS	1.67	2256.99	2.46	3318.41	0.041666667	07-01-2021	47.03	2470.76	2256.99	Clothing	0	2860.31	2022-01
2021	1000038	4.64E+12	Product_0038	Vendor_D	Group_DD	REGULAR	SubBrand_04	PCS	250	12	20.83	PCS	5.44	1359.2	7.3	1824.42	0.083333333	07-01-2021	34.23	1278.73	1359.2	Books & Media	0	1736.196667	2022-01
2021	1000035	8.23E+12	Product_0035	Vendor_A	Group_DD	PROMO	SubBrand_02	PCS	1081	25	43.24	PCS	2.67	2883.34	2.83	3061.67	0.04	07-01-2021	6.19	2948.76	2883.34	Health & Beauty	0.517629914	2232.75	2022-01
2021	1000011	8.38E+12	Product_0011	Vendor_E	Group_DD	PROMO	SubBrand_03	PCS	1343	27	49.74	PCS	1.47	1971.14	1.45	1944.73	0.037037037	07-01-2021	-1.34	1579.41	1971.14	Clothing	0.392845545	1935.633333	2022-01
2021	1000028	1.64E+12	Product_0028	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	646	27	23.93	CTN	3.04	1964.94	4.61	2977.71	0.037037037	08-01-2021	51.54	2086.32	1964.94	Clothing	0	2204.83	2022-01
2021	1000003	7.57E+11	Product_0003	Vendor_B	Group_DD	REGULAR	SubBrand_01	PCS	1108	24	46.17	CTN	1.73	1917.51	2.8	3098.52	0.041666667	08-01-2021	61.59	2269.39	1917.51	Clothing	0	1978.373333	2022-01
2021	1000024	54600000000	Product_0024	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	721	27	26.7	PCS	1.43	1031.84	2.08	1497.05	0.037037037	08-01-2021	45.09	1158.14	1031.84	Toys & Games	0	1837.95	2022-01
2021	1000035	97600000000	Product_0035	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	1115	23	48.48	PCS	2.87	3205.01	4.36	4863.96	0.043478261	08-01-2021	51.76	4758.27	3205.01	Health & Beauty	0	2728.6	2022-01
2021	1000031	4.57E+12	Product_0031	Vendor_E	Group_DD	REGULAR	SubBrand_01	PCS	875	16	54.69	PCS	5.43	4751.37	6.47	5664.65	0.0625	08-01-2021	19.22	3995.67	4751.37	Food & Beverages	0	3304.026667	2022-01
2021	1000007	1.41E+12	Product_0007	Vendor_B	Group_DD	REGULAR	SubBrand_02	PCS	512	10	51.2	PCS	5.18	2653.39	7.2	3688.68	0.1	08-01-2021	39.02	3106.79	2653.39	Sports & Outdoors	0	3953.576667	2022-01
2021	1000002	4.1E+12	Product_0002	Vendor_E	Group_DD	REGULAR	SubBrand_04	PCS	1122	10	112.2	PCS	4.06	4559.63	5.97	6698.41	0.1	08-01-2021	46.91	6188.08	4559.63	Home & Garden	0	4430.18	2022-01
2021	1000003	6.92E+11	Product_0003	Vendor_B	Group_DD	REGULAR	SubBrand_01	PCS	983	12	81.92	PCS	1.96	1929.66	3.15	3097.25	0.083333333	08-01-2021	60.51	2477.88	1929.66	Clothing	0	3924.25	2022-01
2021	1000024	1.45E+12	Product_0024	Vendor_E	Group_DD	PROMO	SubBrand_03	PCS	802	9	89.11	PCS	1.43	1143.02	1.56	1254.4	0.111111111	08-01-2021	9.74	956.71	1143.02	Toys & Games	0.063820419	3207.556667	2022-01
2021	1000035	7.04E+11	Product_0035	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	1273	23	55.35	PCS	2.7	3441.07	3.93	5003.43	0.043478261	08-01-2021	45.4	4015.87	3441.07	Health & Beauty	0	2483.486667	2022-01
2021	1000007	9.45E+11	Product_0007	Vendor_B	Group_DD	PROMO	SubBrand_02	PCS	350	25	14	PCS	5.16	1806.99	5.42	1897.38	0.04	09-01-2021	5	1686.33	1806.99	Sports & Outdoors	0.308974321	2219.636667	2022-01
2021	1000038	63500000000	Product_0038	Vendor_D	Group_DD	REGULAR	SubBrand_04	PCS	423	11	38.45	CTN	5.37	2271.24	6.51	2751.86	0.090909091	09-01-2021	21.16	2260.92	2271.24	Books & Media	0	2654.373333	2022-01
2021	1000024	32800000000	Product_0024	Vendor_E	Group_DD	PROMO	SubBrand_03	PCS	841	22	38.23	PCS	1.44	1211.6	1.32	1108.15	0.045454545	09-01-2021	-8.54	886.92	1211.6	Toys & Games	0.490508768	1611.39	2022-01
2021	1000011	60800000000	Product_0011	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1432	15	95.47	PCS	1.59	2280.85	2.31	3311.39	0.066666667	09-01-2021	45.18	2520.02	2280.85	Clothing	0	1889.286667	2022-01
2021	1000035	89200000000	Product_0035	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	1248	27	46.22	CTN	2.74	3422.45	4.09	5110.15	0.037037037	09-01-2021	49.31	4405.32	3422.45	Health & Beauty	0	2604.086667	2022-01
2021	1000039	3.89E+12	Product_0039	Vendor_A	Group_DD	REGULAR	SubBrand_04	PCS	348	26	13.38	CTN	5.3	1844.83	6.15	2141.43	0.038461538	09-01-2021	16.08	1935.76	1844.83	Electronics	0	2953.7	2022-01
2021	1000007	5.44E+11	Product_0007	Vendor_B	Group_DD	PROMO	SubBrand_02	PCS	313	25	12.52	PCS	5.08	1589.71	5.62	1757.69	0.04	09-01-2021	10.57	1603.41	1589.71	Sports & Outdoors	0.377721574	2648.163333	2022-01
2021	1000011	57900000000	Product_0011	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1525	8	190.63	PCS	1.57	2394.71	2.42	3690.35	0.125	09-01-2021	54.1	3051.07	2394.71	Clothing	0	2196.746667	2022-01
2021	1000030	25800000000	Product_0030	Vendor_A	Group_DD	REGULAR	SubBrand_01	PCS	584	27	21.63	PCS	2.04	1191.48	2.38	1387.54	0.037037037	09-01-2021	16.46	1293.87	1191.48	Electronics	0	1982.783333	2022-01
2021	1000002	5.51E+11	Product_0002	Vendor_E	Group_DD	REGULAR	SubBrand_04	PCS	933	11	84.82	PCS	4.17	3890.24	5.49	5120.4	0.090909091	10-01-2021	31.62	4560.31	3890.24	Home & Garden	0	2968.416667	2022-01
2021	1000031	4.6E+12	Product_0031	Vendor_E	Group_DD	PROMO	SubBrand_01	PCS	660	21	31.43	PCS	5.07	3343.25	4.95	3269.06	0.047619048	10-01-2021	-2.22	2939.7	3343.25	Food & Beverages	0.828588106	2931.293333	2022-01
2021	1000028	5.49E+11	Product_0028	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	721	21	34.33	CTN	3.17	2284.81	4.62	3330.92	0.047619048	10-01-2021	45.79	2361.48	2284.81	Clothing	0	3287.163333	2022-01
2021	1000003	3.06E+11	Product_0003	Vendor_B	Group_DD	REGULAR	SubBrand_01	PCS	1309	11	119	PCS	1.83	2395.03	2.84	3713.61	0.090909091	10-01-2021	55.06	2605.58	2395.03	Clothing	0	2635.586667	2022-01
2021	1000031	29200000000	Product_0031	Vendor_E	Group_DD	REGULAR	SubBrand_01	PCS	811	20	40.55	CTN	5.61	4547.75	6.65	5391.65	0.05	10-01-2021	18.56	4421.63	4547.75	Food & Beverages	0	3129.563333	2022-01
2021	1000007	1.06E+11	Product_0007	Vendor_B	Group_DD	REGULAR	SubBrand_02	PCS	454	24	18.92	PCS	5.29	2403.06	7.22	3277.74	0.041666667	10-01-2021	36.4	2781.63	2403.06	Sports & Outdoors	0	3269.613333	2022-01
2021	1000024	6.6E+11	Product_0024	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	1009	24	42.04	PCS	1.35	1363.08	1.92	1934.2	0.041666667	10-01-2021	41.9	1637.1	1363.08	Toys & Games	0	2946.786667	2022-01
2021	1000039	7.4E+11	Product_0039	Vendor_A	Group_DD	REGULAR	SubBrand_04	PCS	380	22	17.27	PCS	5.37	2041.07	6.36	2415.69	0.045454545	10-01-2021	18.35	1890.06	2041.07	Electronics	0	2102.93	2022-01
2021	1000035	3.76E+12	Product_0035	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	1170	10	117	PCS	2.8	3272.15	4.18	4892.64	0.1	10-01-2021	49.52	3573.81	3272.15	Health & Beauty	0	2366.99	2022-01
2021	1000005	13600000000	Product_0005	Vendor_C	Group_DD	PROMO	SubBrand_03	PCS	621	22	28.23	PCS	5.09	3159.23	5.24	3252.26	0.045454545	11-01-2021	2.94	2748.72	3159.23	Home & Garden	0.954298725	2737.53	2022-01
2021	1000030	3.6E+12	Product_0030	Vendor_A	Group_DD	REGULAR	SubBrand_01	PCS	692	11	62.91	PCS	2.05	1419.94	2.48	1714.06	0.090909091	11-01-2021	20.71	1479.57	1419.94	Electronics	0	2600.7	2022-01
2021	1000024	36800000000	Product_0024	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	750	8	93.75	CTN	1.63	1221.51	2.38	1787.22	0.125	11-01-2021	46.31	1641.74	1221.51	Toys & Games	0	1956.676667	2022-01
2021	1000031	6.3E+12	Product_0031	Vendor_E	Group_DD	REGULAR	SubBrand_01	PCS	946	24	39.42	PCS	5.09	4819.22	6.08	5755.14	0.041666667	11-01-2021	19.42	5193.27	4819.22	Food & Beverages	0	2771.526667	2022-01
2021	1000035	3.04E+11	Product_0035	Vendor_A	Group_DD	REGULAR	SubBrand_02	PCS	1258	11	114.36	PCS	2.64	3321.87	3.83	4816.96	0.090909091	11-01-2021	45.01	3377.57	3321.87	Health & Beauty	0	3404.193333	2022-01
2021	1000035	5.04E+12	Product_0035	Vendor_A	Group_DD	PROMO	SubBrand_02	PCS	1090	23	47.39	PCS	3.18	3463.84	3.58	3899.5	0.043478261	11-01-2021	12.58	3429.49	3463.84	Health & Beauty	0.947782589	4000.11	2022-01
2021	1000002	66900000000	Product_0002	Vendor_E	Group_DD	REGULAR	SubBrand_04	PCS	1068	21	50.86	PCS	3.82	4082.53	5.5	5869.37	0.047619048	11-01-2021	43.77	4516.82	4082.53	Home & Garden	0	3774.626667	2022-01
2021	1000007	6.88E+11	Product_0007	Vendor_B	Group_DD	REGULAR	SubBrand_02	PCS	436	14	31.14	PCS	4.77	2080.04	6.03	2627.4	0.071428571	11-01-2021	26.31	2524.43	2080.04	Sports & Outdoors	0	3490.246667	2022-01
2021	1000028	12900000000	Product_0028	Vendor_A	Group_DD	PROMO	SubBrand_02	PCS	564	25	22.56	PCS	3.06	1724.73	3.46	1953.27	0.04	11-01-2021	13.25	1534.05	1724.73	Clothing	0.528152097	2858.433333	2022-01
2021	1000038	9.82E+11	Product_0038	Vendor_D	Group_DD	REGULAR	SubBrand_04	PCS	353	22	16.05	CTN	5.17	1824.63	6.97	2458.93	0.045454545	12-01-2021	34.76	1721.93	1824.63	Books & Media	0	1926.803333	2022-01
2021	1000030	8.55E+12	Product_0030	Vendor_A	Group_DD	REGULAR	SubBrand_01	PCS	562	15	37.47	PCS	1.98	1115.25	2.43	1366.11	0.066666667	12-01-2021	22.49	1009.65	1115.25	Electronics	0	1421.876667	2022-01
2021	1000011	2.18E+11	Product_0011	Vendor_E	Group_DD	PROMO	SubBrand_03	PCS	1353	23	58.83	PCS	1.71	2308.3	1.67	2254.63	0.043478261	12-01-2021	-2.33	2092.15	2308.3	Clothing	0.534403431	1607.91	2022-01
2021	1000024	6.71E+12	Product_0024	Vendor_E	Group_DD	REGULAR	SubBrand_03	PCS	936	17	55.06	PCS	1.48	1381.24	2.18	2039.72	0.058823529	12-01-2021	47.67	1997.79	1381.24	Toys & Games	0	1699.863333	2022-01
2021	1000005	2.41E+12	Product_0005	Vendor_C	Group_DD	REGULAR	SubBrand_03	PCS	744	25	29.76	PCS	4.73	3522.69	6.6	4913.73	0.04	12-01-2021	39.49	4617.15	3522.69	Home & Garden	0	2902.363333	2022-01
2021	1000003	4.35E+11	Product_0003	Vendor_B	Group_DD	REGULAR	SubBrand_01	PCS	1012	27	37.48	CTN	1.87	1896.54	2.95	2990.23	0.037037037	12-01-2021	57.67	2292.38	1896.54	Clothing	0	2969.106667	2022-01
